ranking,name,producer,revenue,year
11502,Garbo: The Spy,FRun,"$28,563",2011
11503,L.627,Kino,"$28,540",1994
11504,Why Don't You Play in Hell,Drft.,"$28,534",2014
11505,Stations of the Elevated,APD/C,"$28,516",2014
11506,Salvation Boulevard,IFC,"$28,468",2011
11507,P.S. Your Cat is Dead,TLA,"$28,454",2003
11508,Morning Glory (1993),AcdE,"$28,409",1993
11509,Struck By Lightning,Trib.,"$28,378",2013
11510,Southpaw: The Francis Barrett Story,Shoot.,"$28,365",2000
11511,BoyBand,A/A,"$28,336",2010^
11512,Guys and Balls,Reg.,"$28,324",2006
11513,North Sea Texas,Strand,"$28,307",2012
11514,The Nightmare,Grav.,"$28,281",2015
11515,"Like Sunday, Like Rain",Mont.,"$28,208",2015
11516,39 Pounds of Love,Bal.,"$28,195",2005
11517,7 Chinese Brothers,Scre.,"$28,180",2015
11518,"South of Heaven, West of Hell",BSR,"$28,149",2001
11519,Teddy Bears' Picnic,Magn.,"$28,149",2002
11520,The Ambassador,Drft.,"$28,102",2012
11521,Closed Curtain,Vari.,"$28,098",2014
11522,Eternal,Reg.,"$28,089",2005
11523,The Cut,Strand,"$28,066",2015
11524,An American Affair,Scre.,"$28,044",2009
11525,The Blossoming of Maximo Oliveros,Unco,"$28,041",2006
11526,Superstar in a Housedress,Abr.,"$28,032",2004
11527,The Umbrellas of Cherbourg (Re-issue),Zeit.,"$28,030",2004
11528,Least Among Saints,BSM,"$28,026",2012
11529,A Song for Martin,First,"$27,983",2001
11530,Desbocados,Slow,"$27,908",2009
11531,Teen Witch,TWE,"$27,843",1989
11532,King of the Jungle,Urb.,"$27,841",2001
11533,Don Carlo at La Scala,Emr.,"$27,834",2008
11534,Best Laid Plans,FoxS,"$27,816",1999
11535,"Tuesday, After Christmas",Lorb.,"$27,813",2011
11536,[Rec] 2,Magn.,"$27,766",2010
11537,Simon Killer,IFC,"$27,740",2013
11538,Snowboarder,Chri.,"$27,732",2003
11539,The Hottie & the Nottie,Reg.,"$27,696",2008
11540,Before I Forget,Strand,"$27,611",2008
11541,Broadway Idiot,FB,"$27,595",2013
11542,Good Dick,Abr.,"$27,595",2008
11543,"Leon Morin, Priest",Rialto,"$27,567",2009
11544,The King and the Mockingbird,Rialto,"$27,513",2014
11545,Finding North,Cow.,"$27,466",1999
11546,To Die For (1995),FRun,"$27,455",1995
11547,Boy's Briefs 4,Pict.,"$27,449",2006
11548,Beyond Vanilla,Strand,"$27,396",2003
11549,Port of Shadows (2012 re-issue),Rialto,"$27,389",2012
11550,Surveillance,Magn.,"$27,349",2009
11551,Who Gets to Call It Art?,Palm,"$27,344",2006
11552,Good,Think,"$27,276",2008
11553,After the Life: Trilogy 3,Magn.,"$27,256",2004
11554,Jane's Journey,FRun,"$27,253",2011
11555,Everybody Says I'm Fine!,Pan.,"$27,225",2003
11556,The Life and Times of Allen Ginsberg,FRun,"$27,182",1994^
11557,Nest of Vipers,Par.,"$27,182",1979
11558,Iron Island,Kino,"$27,177",2006
11559,The Keeping Room,Drft.,"$27,166",2015
11560,Tiger Eyes,Free,"$27,160",2013
11561,Here and There,CP,"$27,156",2010
11562,Lilting,Strand,"$27,054",2014
11563,Last Weekend,IFC,"$27,053",2014
11564,Clash (Bay Rong),Vari.,"$27,052",2011
11565,Guest of Cindy Sherman,Trela,"$27,052",2009
11566,The Last Ride,C1,"$27,000",2011
11567,The Joyriders,Prov.,"$26,999",1999
11568,Frontrunners,Osci.,"$26,976",2008
11569,Out in the Dark,BGP,"$26,966",2013
11570,Gringo Wedding,Grng.,"$26,946",2007
11571,The Garden,Osci.,"$26,931",2009
11572,Cape of Good Hope,AL,"$26,904",2005
11573,The Dukes,CAVU,"$26,875",2008
11574,Abduction: The Megumi Yokota Story,Sage.,"$26,859",2006
11575,"The Devil, Probably (2012 re-release)",FDesk,"$26,816",2012
11576,A Fish Without a Bicycle,Ech.,"$26,799",2004
11577,Trudell,Bal.,"$26,756",2006
11578,Earth Days,Zeit.,"$26,748",2009
11579,"Massoud, the Afghan",NYer,"$26,747",2002
11580,Tap World,Vita.,"$26,747",2015
11581,Here (2012),Strand,"$26,743",2012
11582,Khiladi 420,Eros,"$26,731",2000
11583,Metroland,Lions,"$26,682",1999
11584,Machuca,Men.,"$26,676",2005
11585,The Answer Man,Magn.,"$26,676",2009
11586,Lyrical Nitrate,Zeit.,"$26,662",1991
11587,Snow Cake,IFC,"$26,651",2007
11588,The Sweeney,EOne,"$26,650",2013
11589,Peace Officer,SD,"$26,632",2015
11590,"Pink Ribbons, Inc.",FRun,"$26,608",2012
11591,All the Little Animals,Lions,"$26,558",1999
11592,Barely Legal,Sony,"$26,511",2005
11593,All About Lily Chou-Chou,Cow.,"$26,485",2002
11594,Khosla Ka Ghosla,UTV,"$26,472",2006
11595,Forgotten Silver,FRun,"$26,459",1997
11596,Unknown (2006),IFC,"$26,403",2006
11597,Nine Dead Gay Guys,TLA,"$26,377",2003
11598,"Clean, Shaven",Strand,"$26,351",1995
11599,Two Bits,Mira.,"$26,282",1995
11600,Eyes Wide Open,NAV,"$26,258",2010
11601,October Country,ICir,"$26,185",2010
11602,"Sex, Politics & Cocktails",Reg.,"$26,087",2005
11603,Lipstick and Dynamite,Koch,"$26,073",2005
11604,Perestroika,Strand,"$26,064",2009
11605,Highway to Hell,Hemd,"$26,055",1992
11606,Nursery University,Vari.,"$26,042",2009
11607,Sequins,NYer,"$26,042",2005
11608,Maze,And.,"$26,041",2001
11609,I'm Not Rappaport,Gram.,"$26,011",1996
11610,The Winner,Art.,"$26,004",1997
11611,Django (2012 re-release),Rialto,"$25,916",2012
11612,Snoop Dogg's Hood of Horror,Xen.,"$25,900",2007
11613,Cowards Bend the Knee,Zeit.,"$25,860",2004
11614,Carla's Song,Shad.,"$25,845",1998
11615,Caesar & Otto's Summer Camp Massacre,Noct.,"$25,844",2011
11616,Spriggan,ADV,"$25,824",2001
11617,Elena (2014),Vari.,"$25,788",2014
11618,The Air I Breathe,Think,"$25,775",2008
11619,Through the Fire,Libre,"$25,752",2006
11620,The Willow Tree,NYer,"$25,752",2007
11621,Stephanie Daley,Reg.,"$25,751",2007
11622,"Ladies and Gentlemen, The Fabulous Stains",Par.,"$25,728",1982
11623,Go Now!,Gram.,"$25,695",1998
11624,The Wisdom of Crocodiles,Mira.,"$25,648",2000
11625,18 ans apres,TVA,"$25,611",2003
11626,The Exploding Girl,Osci.,"$25,572",2010
11627,Naked Boys Singing,TLA,"$25,526",2007
11628,Waiting for Forever,Free,"$25,517",2011
11629,Henri-Georges Clouzot's Inferno,FA,"$25,489",2010
11630,Christian Mingle,RM,"$25,480",2014
11631,Werckmeister Harmonies,Men.,"$25,461",2001
11632,The Army of Shadows (2015 re-release),Rialto,"$25,450",2015
11633,Safe Conduct,Emp.,"$25,440",2002
11634,The Other Woman,IFC,"$25,423",2011
11635,Level Five,Icar.,"$25,386",2014
11636,Mala Noche (re-issue),Jan.,"$25,386",2007
11637,Adult World,IFC,"$25,368",2014
11638,Cashback,Magn.,"$25,343",2007
11639,Nobody Walks,Magn.,"$25,342",2012
11640,Serious Moonlight,Magn.,"$25,339",2009
11641,Lake of Fire,Think,"$25,317",2007
11642,Maestro,Artr.,"$25,315",2004
11643,Rediscover Sautet,Rialto,"$25,314",2015
11644,Death of the Virgin,Indic.,"$25,247",2012
11645,Love At First Fight,Strand,"$25,229",2015
11646,The Worst Movie EVER!,DWOES,"$25,206",2011
11647,Drivers Wanted,Pill.,"$25,189",2005
11648,Fresh (2010),REI,"$25,115",2010
11649,Gotta Dance,Mitro.,"$25,108",2009
11650,In Another Country,KL,"$25,079",2012
11651,Shade,RKO,"$25,032",2004
11652,Bonnie & Clyde Vs. Dracula,Indic.,"$25,027",2011
11653,For Ever Mozart,NYer,"$25,000",1997
11654,End of the Line,OrionC,"$25,000",1987
11655,The Power of Few,SP,"$25,000",2013
11656,My Little Girl,Hemd,"$25,000",1987
11657,Shadow Glories,Hmz,"$24,997",2001
11658,The Weeping Meadow,NYer,"$24,966",2005
11659,R100,Drft.,"$24,956",2015
11660,Wrestling with Angels: Playwright Tony Kushner,Bal.,"$24,729",2006
11661,Dream for an Insomniac,Lions,"$24,727",1998
11662,Harvest,Mont.,"$24,657",2011
11663,Eat This New York,Org.,"$24,640",2004
11664,Olvidados (Forgotten),Libre,"$24,638",2015
11665,Born to Fly: Elizabeth Streb vs. Gravity,TFC,"$24,630",2014
11666,Bang Rajan,Magn.,"$24,629",2004
11667,Kal Kissne Dekha,AdL.,"$24,625",2009
11668,Big Game,EC,"$24,572",2015
11669,Sound of Noise,Magn.,"$24,565",2012
11670,Immigration Tango,RAtt.,"$24,554",2011
11671,After,N/A,"$24,544",2011
11672,Graceland,Drft.,"$24,529",2013
11673,Bastards,IFC,"$24,525",2013
11674,Vivre sa vie (re-issue),Jan.,"$24,517",2008
11675,Hat Trick,UTV,"$24,502",2007
11676,Two Drifters,Strand,"$24,452",2006
11677,Otter 501,Pala.,"$24,449",2012
11678,Off the Black,Think,"$24,425",2006
11679,The Man Who Copied,TLA,"$24,391",2005
11680,A Year Without Love,Strand,"$24,381",2006
11681,Coyote County Loser,Roe.,"$24,375",2009
11682,The Citizen,Mont.,"$24,296",2013
11683,Kill Me Three Times,Magn.,"$24,296",2015
11684,Le Petit Soldat (2013 re-release),Rialto,"$24,296",2013
11685,Paradise: Love,Strand,"$24,267",2013
11686,The Strange Case of Dr. Jekyll and Mr. Hyde,RM,"$24,216",2006
11687,The Big Gay Musical,N/A,"$24,140",2009
11688,Luster,TLA,"$24,137",2003
11689,I'll Believe You,SUp,"$24,110",2007
11690,American Gun,IFC,"$24,098",2006
11691,Trespass (2011),MNE,"$24,094",2011
11692,Radio Unnameable,KL,"$24,090",2012
11693,The Last Days on Mars,Magn.,"$24,084",2013
11694,American Storytellers,Indic.,"$24,082",2003
11695,Wild West,Gold.,"$24,079",1993
11696,When the Sea Rises,NYer,"$24,038",2006
11697,Ranchero,Indic.,"$24,036",2011
11698,Attenberg,Strand,"$24,036",2012
11699,Unexpected,TFA,"$23,986",2015
11700,On Broadway,N/A,"$23,968",2008
11701,Harry Dean Stanton: Partly Fiction,AF,"$23,959",2013
11702,Chicago Cab,Castle,"$23,946",1998
11703,Sunflower,NYer,"$23,919",2007
11704,Anesthesia,IFC,"$23,915",2016
11705,Shut Up Little Man,Trib.,"$23,901",2011
11706,Dear Mr. Watterson,SD,"$23,899",2013
11707,Behind the Burly Q,FRun,"$23,889",2010
11708,Happy Valley (2014),MBox,"$23,868",2014
11709,Rory O'Shea Was Here,Focus,"$23,844",2005
11710,Forever,Icar.,"$23,828",2007
11711,Live Nude Girls,Rep.,"$23,808",1995
11712,Liars Club,Odys,"$23,792",2002
11713,Emmanuel's Gift,First,"$23,728",2005
11714,Videocracy,Kino,"$23,720",2010
11715,Echoes of Paradise,Qrt.,"$23,717",1989
11716,Greenwich Village: Music That Defined a Generation,KL,"$23,701",2013
11717,Woman on the Beach,NYer,"$23,686",2008
11718,Dangerous Game,MGM,"$23,671",1993
11719,Raw Faith,AM,"$23,667",2011
11720,All the Queen's Men,Strand,"$23,662",2002
11721,Troublemakers: The Story of Land Art,FRun,"$23,644",2016
11722,Sex and Death 101,Anch.,"$23,624",2008
11723,Arnold's Park,MovP,"$23,616",2007
11724,Lost Bohemia,Long Shot,"$23,584",2011
11725,Arranged,FM,"$23,571",2007
11726,Blackboards,Leis.,"$23,520",2002
11727,Opening Night,Castle,"$23,488",1991
11728,In Between Days,Kino,"$23,465",2007
11729,Tiny Times,CL,"$23,462",2013
11730,The Sensation of Sight,Mont.,"$23,457",2007
11731,Il Ne Faut Jurer de Rien,All.,"$23,442",2007
11732,Believe Me,Riot,"$23,419",2014
11733,Death in Love,Scre.,"$23,412",2009
11734,The Rabbi's Cat,GK,"$23,392",2012
11735,Esther Kahn,Emp.,"$23,371",2002
11736,Exterminating Angels,IFC,"$23,308",2007
11737,A Tale of Winter (Conte d'hiver),BWP,"$23,268",2014
11738,Can't Stand Losing You: Surviving the Police,Libre,"$23,262",2015
11739,Our Children,Distrib.,"$23,203",2013
11740,Pierrepoint - The Last Hangman,IFC,"$23,192",2007
11741,Fulltime Killer,Palm,"$23,124",2003
11742,The Iran Job,FM,"$23,115",2013
11743,Dear Wendy,Wells,"$23,106",2005
11744,"Hippocrates, Diary of a French Doctor",Distrib.,"$23,050",2015
11745,Video Games: The Movie,Vari.,"$23,043",2014
11746,Incantato,N.Arts,"$23,039",2004
11747,American Friends,Castle,"$23,034",1993
11748,Islam: What the West Needs to Know,Quix.,"$22,938",2006
11749,Ambrose Bierce: Civil War Stories,ScrL,"$22,918",2006
11750,Frankie and Johnny Are Married,IFC,"$22,900",2004
11751,Court,Zeit.,"$22,898",2015
11752,Normal Life,FL,"$22,891",1996
11753,Hellbound?,A23,"$22,887",2012
11754,Short Peace,Elev.,"$22,862",2014
11755,The First Time,Gold.,"$22,836",2012
11756,Son Frere,Strand,"$22,834",2004
11757,Keyhole,Mont.,"$22,826",2012
11758,Hannah Takes the Stairs,IFC,"$22,815",2007
11759,Flanders,ICir,"$22,788",2007
11760,Weather Girl,NAV,"$22,779",2009
11761,The Long Day Closes (2012 re-release),FDesk,"$22,765",2012
11762,Carol Channing: Larger Than Life,EOne,"$22,740",2012
11763,The Last Big Thing,Strat.,"$22,731",1998
11764,Vanishing on 7th Street,Magn.,"$22,729",2011
11765,The Revisionaries,KL,"$22,664",2012
11766,Two Lives,IFC,"$22,620",2014
11767,S21: The Khmer Rouge Killing Machine,FRun,"$22,606",2004
11768,Grand Piano,Magn.,"$22,555",2014
11769,Black Death,Magn.,"$22,554",2011
11770,The Other City,CF,"$22,539",2010
11771,Salut D'Amour,CJ,"$22,480",2015
11772,Midnight Dancers,FRun,"$22,480",1995
11773,Happy Tears,RAtt.,"$22,464",2010
11774,Incendiary,Truly,"$22,457",2011
11775,The Good Night,YFG,"$22,441",2007
11776,Filth and Wisdom,IFC,"$22,406",2008
11777,Blackmail Boy,Pict.,"$22,393",2005
11778,F**k,Think,"$22,359",2006
11779,Tyrannosaur,Strand,"$22,321",2011
11780,Excellent Cadavers,Icar.,"$22,300",2006
11781,Metropolitan (2015 re-release),Rialto,"$22,284",2015
11782,Downloading Nancy,Strand,"$22,282",2009
11783,Ceremony,Magn.,"$22,270",2011
11784,The Elephant King,Unis.,"$22,251",2008
11785,I Used to Be Darker,Strand,"$22,214",2013
11786,All's Faire in Love,Hann.,"$22,180",2011
11787,Princess Cut,WMP,"$22,167",2015
11788,Rails & Ties,WB,"$22,136",2007
11789,Murder 11,Indic.,"$22,107",2013
11790,Slow Learners,IFC,"$22,102",2015
11791,Hemingway's Garden of Eden,RAtt.,"$22,083",2010
11792,Losing Control,HLM,"$22,081",2012
11793,Pieta,Drft.,"$22,080",2013
11794,And Everything is Going Fine,IFC,"$22,080",2010
11795,Cuba Feliz,Emp.,"$22,071",2002
11796,Four Adventures of Reinette and Mirabelle (2011 re-release),FDesk,"$22,039",2011
11797,Answers to Nothing,RAtt.,"$22,029",2011
11798,Primo Levi's Journey,CGld,"$22,026",2007
11799,Great World of Sound,Magn.,"$22,011",2007
11800,May in the Summer,Cohen,"$22,004",2014
11801,Maldeamores,Maya,"$22,000",2008
11802,Giuliani Time,Libre,"$21,967",2006
11803,My Worst Nightmare,Strand,"$21,952",2012
11804,Sing Now or Forever Hold Your Peace,Strand,"$21,908",2007
11805,Zombie High,PEC,"$21,905",1987
11806,Japon,Vita.,"$21,900",2003
11807,Three Dancing Slaves,TLA,"$21,888",2005
11808,Garden Party,RAtt.,"$21,886",2008
11809,V/H/S/2,Magn.,"$21,833",2013
11810,The ABC's of Death,Magn.,"$21,832",2013
11811,Animals (2015),Osci.,"$21,821",2015
11812,Viola,CGld,"$21,818",2013
11813,The Matador (2008),CityL,"$21,816",2008
11814,Blue Exorcist The Movie,Elev.,"$21,796",2013
11815,Master Flying Guillotine (re-issue),Path.,"$21,779",2002
11816,Bright Days Ahead,Trib.,"$21,770",2014
11817,Daddy Longlegs,IFC,"$21,766",2010
11818,Better Than Something: Jay Reatard,BTS,"$21,697",2012
11819,Crazy as Hell,AL,"$21,679",2002
11820,Antarctica,Reg.,"$21,679",2008
11821,Diminished Capacity,IFC,"$21,659",2008
11822,Toe to Toe,Strand,"$21,648",2010
11823,Sedona,Pasi.,"$21,638",2012
11824,The Arbor,Strand,"$21,620",2011
11825,Czech Dream,Schw.,"$21,603",2007
11826,Easy,Magic,"$21,589",2004
11827,Frogs for Snakes,Art.,"$21,589",1999
11828,Dr. Bronner's Magic Soapbox,Bal.,"$21,579",2007
11829,Waiting for Lightning,Gold.,"$21,577",2012
11830,Monogamy,Osci.,"$21,527",2011
11831,So Much So Fast,Bal.,"$21,525",2006
11832,New Rose Hotel,Lions,"$21,521",1999
11833,Slutty Summer,Embr.,"$21,515",2005
11834,The Sunchaser,WB,"$21,508",1996
11835,Imaginary Witness: Hollywood and the Holocaust,Shad.,"$21,507",2007
11836,Dreaming Lhasa,FRun,"$21,504",2007
11837,Violeta Went to Heaven,KL,"$21,496",2013
11838,"You, the Living",PalT,"$21,438",2009
11839,Three of Hearts,Think,"$21,429",2005
11840,The Cry (La Llorona),Mont.,"$21,427",2008
11841,Almost Salinas,Strt,"$21,419",2003
11842,Bigger Than the Sky,MGM,"$21,398",2005
11843,Always Kabhi Kabhi,Eros,"$21,381",2011
11844,The Guys,Focus,"$21,366",2003
11845,The Decent One,KL,"$21,327",2014
11846,Tio Papi,AFP,"$21,316",2013
11847,Memphis,KL,"$21,286",2014
11848,The Burial Society,Reg.,"$21,285",2004
11849,Hush!,Strand,"$21,278",2002
11850,Bonsai,Strand,"$21,267",2012
11851,Trojan Eddie,Castle,"$21,264",1997
11852,The Look of Love,IFC,"$21,252",2013
11853,Yang Ban Xi,Shad.,"$21,244",2006
11854,Resurrect Dead: The Mystery of the Toynbee Tiles,Argo.,"$21,242",2011
11855,Girl Model,FRun,"$21,154",2012
11856,Not Quite Hollywood,Magn.,"$21,152",2009
11857,Noma - My Perfect Storm,Magn.,"$21,130",2015
11858,Dallas 362,Think,"$21,108",2005
11859,Red Hill,Strand,"$21,087",2010
11860,The Painting (2013),GK,"$21,008",2013
11861,We Think the World of You,Cinc,"$20,998",1988
11862,Lay the Favorite,RTWC,"$20,998",2012
11863,The Day,Anch.,"$20,984",2012
11864,The Sacrifice,KL,"$20,945",2014
11865,The Case of the Grinning Cat,Icar.,"$20,944",2006
11866,Close to Home,IFC,"$20,931",2007
11867,The Good Heart,Magn.,"$20,930",2010
11868,Lekar Hum Deewana Dil,Eros,"$20,874",2014
11869,The Tripper,Reel,"$20,840",2007
11870,Cameraman: The Work and Life of Jack Cardiff,Strand,"$20,840",2011
11871,Small Wonders,Mira.,"$20,819",1996
11872,Major Dundee (Re-issue),SRep,"$20,807",2005
11873,Killer Diller,Free,"$20,795",2006
11874,The Ghosts In Our Machine,GMI,"$20,709",2013
11875,Voices in Wartime,Libre,"$20,702",2005
11876,The Great Flood,Icar.,"$20,694",2014
11877,The Last Dispatch,Fabr.,"$20,684",2005
11878,The Secret Life of Words,Strand,"$20,678",2006
11879,Tony Manero,Lorb.,"$20,677",2009
11880,"I Love You, I Love You Not",Lions,"$20,677",1997
11881,The Isle,Emp.,"$20,666",2002
11882,Meeting Resistance,ICir,"$20,616",2007
11883,Shoot the Piano Player (re-issue),Jan.,"$20,615",2008
11884,Douchebag,Pala.,"$20,615",2010
11885,Our Nixon,Cdgm.,"$20,584",2013
11886,Band of Robbers,Grav.,"$20,555",2016
11887,4,Leis.,"$20,523",2006
11888,Walt & El Grupo,BV,"$20,521",2009
11889,Maybe Baby,USA,"$20,501",2001
11890,Consumed,Gathr,"$20,476",2015
11891,Summer '04,CGld,"$20,474",2007
11892,Boy Meets Girl (2015),Bram.,"$20,441",2015
11893,The First Basket,L/Z,"$20,440",2008
11894,"Love, Rosie",TFA,"$20,431",2015
11895,Orwell Rolls in His Grave,SHB,"$20,389",2004
11896,The Highest Pass,Libre,"$20,386",2012
11897,London,IDP,"$20,361",2006
11898,Words of My Perfect Teacher,ICir,"$20,318",2006
11899,Hunky Dory,Vari.,"$20,296",2013
11900,The Korean,Indic.,"$20,279",2010
11901,Futuro Beach,Strand,"$20,262",2015
11902,A Talking Picture,Kino,"$20,237",2004
11903,Double Take (2010),Kino,"$20,218",2010
11904,If I Die Tonight,Indic.,"$20,214",2009
11905,That Night,WB,"$20,194",1993
11906,Jesus Henry Christ,EOne,"$20,183",2012
11907,Zizek!,Zeit.,"$20,177",2005
11908,Shoah,IFC,"$20,175",2010
11909,A Wink and a Smile,FRun,"$20,169",2009
11910,Flying: Confessions of a Free Woman,AL,"$20,157",2007
11911,Dirty Laundry,Code,"$20,138",2007
11912,Friends and Romans,Pala.,"$20,136",2015
11913,How to Grow a Band,ICir,"$20,135",2012
11914,Harmony and Me,N/A,"$20,099",2009
11915,"Muhammad Ali, The Greatest",Fct.,"$20,073",2003
11916,Run and Jump,IFC,"$20,061",2014
11917,The Past is a Grotesque Animal,Osci.,"$20,056",2014
11918,State of Fear,Skyl.,"$20,055",2006
11919,Floundering,Strand,"$20,031",1994
11920,Glass: A Portrait of Philip in Twelve Parts,Koch,"$20,018",2008
11921,The Ground Truth,Focus,"$20,013",2006
11922,Terraferma,Cohen,"$19,996",2013
11923,Charlotte Rampling: The Look,KL,"$19,988",2011
11924,Wedding Palace,GGGE,"$19,908",2013
11925,Forbidden Games (1952),Rialto,"$19,889",2015
11926,The Dead Girl,First,"$19,875",2006
11927,Merci Docteur Rey,Reg.,"$19,867",2004
11928,Behind the Sun,Mira.,"$19,861",2001
11929,The Simian Line,Gabri.,"$19,823",2001
11930,The Journey,JF,"$19,800",2003
11931,El Perro,CTr,"$19,791",2006
11932,L'Iceberg,FRun,"$19,789",2007
11933,Favela Rising,Moch.,"$19,781",2006
11934,The Trial (2010),MTop,"$19,753",2010
11935,Brotherhood (2011),P4,"$19,722",2011
11936,The Open Road,Anch.,"$19,716",2009
11937,Trying to Get Good: The Jazz Odyssey of Jack Sheldon,Reel,"$19,712",2008
11938,Of Love and Shadows,Mira.,"$19,710",1996
11939,Love and Honor (2013),IFC,"$19,684",2013
11940,Misery Loves Comedy,Trib.,"$19,634",2015
11941,Trouble in Mind,Aliv,"$19,632",1985
11942,When We Leave (Die Fremde),Olive,"$19,631",2011
11943,Bad Milo!,Magn.,"$19,613",2013
11944,Uzumasa Limelight,Elev.,"$19,597",2014
11945,1995 Bugs Bunny Film Festival,WB,"$19,587",1995
11946,Better Than Sex,IDP,"$19,521",2001
11947,Asambhav,Eros,"$19,504",2004
11948,Going Away,Cohen,"$19,501",2015
11949,In Over My Head,SBE,"$19,482",2012
11950,A Picture of You,FPE,"$19,480",2014
11951,Guardian Angel,RME,"$19,480",2014
11952,A Room for Romeo Brass,USA,"$19,478",2000
11953,Whensday,NC,"$19,463",2013
11954,Second Hand Hearts,Par.,"$19,450",1981
11955,Skateland,Free,"$19,411",2011
11956,Garmento,Spn,"$19,402",2003
11957,Tchoupitoulas,Osci.,"$19,375",2012
11958,Everything's Gone Green,FInd.,"$19,373",2007
11959,Donkey Punch,Magn.,"$19,367",2009
11960,Windrider,MGM,"$19,367",1987
11961,Peter Brook: The Tightrope,FRun,"$19,365",2014
11962,Actress (2014),CGld,"$19,365",2014
11963,Watchers of the Sky,MBox,"$19,339",2014
11964,House of Pleasures,IFC,"$19,327",2011
11965,The 3 Rooms of Melancholia,Icar.,"$19,317",2005
11966,Beauty in Trouble,Men.,"$19,300",2008
11967,I Don't Want to Sleep Alone,Strand,"$19,292",2007
11968,The Winding Stream,Argo.,"$19,290",2015
11969,Off the Menu...,N.Arts,"$19,285",1998
11970,Neshoba: The Price of Freedom,FRun,"$19,245",2010
11971,City Lights,UA,"$19,181",1931^
11972,The Manson Family,Zion,"$19,140",2004
11973,The People I've Slept With,PP,"$19,137",2010
11974,Make Believe,CS,"$19,085",2011
11975,A Hard Day,KL,"$19,004",2015
11976,The Challenger,WinD,"$19,003",2015
11977,The Color Wheel,APD/C,"$19,001",2012
11978,The Kill Team,Osci.,"$18,983",2014
11979,Sophomore,N/A,"$18,945",2012
11980,Devils on the Doorstep,Cow.,"$18,944",2002
11981,Smash & Grab: The Story of the Pink Panthers,DR,"$18,938",2013
11982,You Ain't Seen Nothin' Yet,KL,"$18,929",2013
11983,Love and a Bullet,SGem,"$18,926",2002
11984,Steal a Pencil for Me,7Art,"$18,918",2007
11985,What Love Is,BSky,"$18,901",2007
11986,28 Hotel Rooms,Osci.,"$18,869",2012
11987,Nostalghia,KL,"$18,846",2013
11988,Test,Vari.,"$18,823",2014
11989,A League of Ordinary Gentlemen,Magn.,"$18,807",2005
11990,The Sorcerer and the White Snake,Magn.,"$18,759",2013
11991,Severed Ways,Magn.,"$18,728",2009
11992,Saving Marriage,Reg.,"$18,720",2008
11993,The Secret Rapture,Castle,"$18,719",1994
11994,Tasting Menu,Magn.,"$18,686",2014
11995,Blessed Is the Match: The Life and Times of Hannah Senesh,Bal.,"$18,654",2009
11996,Killshot,Wein.,"$18,643",2009
11997,A Single Shot,Trib.,"$18,642",2013
11998,Chely Wright: Wish Me Away,FRun,"$18,618",2012
11999,Dev D,UTV,"$18,613",2009
12000,Two Night Stand,EOne,"$18,612",2014
12001,Ardor,Part.,"$18,565",2015
12002,La Camioneta,FYN,"$18,558",2013
12003,Quitting,SPC,"$18,531",2002
12004,Let My People Go!,Zeit.,"$18,529",2013
12005,Clubland (1999),Leg.,"$18,529",1999
12006,Buddha Mar Gaya,Eros,"$18,528",2007
12007,Mr. Ya Miss,Kria,"$18,516",2005
12008,Venus Boyz,FRun,"$18,515",2003
12009,Between Love & Goodbye,Embr.,"$18,480",2009
12010,Ski School,MovE,"$18,476",1991
12011,Lovely Molly,Imag.,"$18,464",2012
12012,Itty Bitty Titty Committee,Pock.,"$18,445",2007
12013,One to Another,Strand,"$18,435",2007
12014,The Reception,Strand,"$18,389",2005
12015,Deadfall,Trim.,"$18,369",1993
12016,OKA!,Da.,"$18,364",2011
12017,"Live Fast, Die Young",RivR,"$18,335",2008
12018,Dear Zachary: A Letter to a Son About His Father,Osci.,"$18,334",2008
12019,A Pig Across Paris (2013 re-issue),Rialto,"$18,297",2013
12020,Twice Born,EOne,"$18,295",2013
12021,Talk of Angels,Mira.,"$18,281",1998
12022,Hell House,7Art,"$18,279",2002
12023,Off and Running,FRun,"$18,262",2010
12024,To the Limit,FRun,"$18,254",2008
12025,Suicide Killers,CityL,"$18,239",2006
12026,The Little Death,Magn.,"$18,238",2015
12027,Torn,FC,"$18,202",2013
12028,El Milagro De Marcelino Pan,GPR,"$18,193",2012
12029,Who is Dayani Cristal?,KL,"$18,190",2014
12030,Casting By,SD,"$18,164",2013
12031,Restless,Arro.,"$18,154",2000
12032,Somebody to Love,Leg.,"$18,112",1996
12033,Women in Trouble,Scre.,"$18,097",2009
12034,Dare,Imag.,"$18,088",2009
12035,Scarlet Diva,MB,"$18,062",2002
12036,Journey to the West,Magn.,"$18,058",2014
12037,Gangnam 1970,CJ,"$18,022",2015
12038,The Leading Man,N.Arts,"$18,012",1998
12039,Nenette,Kino,"$18,009",2010
12040,Juan of the Dead,Outs,"$18,000",2012
12041,Girlfriends,FRun,"$18,000",1996
12042,Jamel Shabazz Street Photographer,APD/C,"$17,992",2013
12043,Cruel World,Indic.,"$17,986",2006
12044,Battle for Brooklyn,Rum.,"$17,981",2011
12045,Payback (2012),Zeit.,"$17,979",2012
12046,Cook County,Hann.,"$17,977",2011
12047,River of Fundament,ICir,"$17,935",2015
12048,The King is Alive,IFC,"$17,929",2001
12049,Great Directors,Pala.,"$17,921",2010
